Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-11-13,10:17:25,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,7.84,USD,4.20,lb,,1.0,15,Eggs,Dairy & Eggs,Presented - Not Sold,Kitchen,Compost,Sixth Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-13,10:17:02,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,7.01,USD,1.46,lb,,1.0,18,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Kitchen,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-13,10:12:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.93,USD,2.84,lb,,1.0,23,Pork,Meat-Protein,Timed or Temp'd Out,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-13,10:12:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.99,USD,1.94,lb,,1.0,24,Potatoes,Starch,Timed or Temp'd Out,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-13,10:11:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.17,USD,2.85,lb,,1.0,17,Vegetables,Fruit-Vegetable,Timed or Temp'd Out,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-13,10:10:38,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.21,USD,3.86,lb,,1.0,20,Eggs,Dairy & Eggs,Timed or Temp'd Out,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-13,09:28:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.42,USD,4.65,lb,,1.0,20,Rice,Starch,Timed or Temp'd Out,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-13,09:27:16,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.89,USD,2.62,lb,,1.0,74,Eggs,Dairy & Eggs,Timed or Temp'd Out,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-13,09:25:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.19,USD,0.69,lb,,1.0,35,Waffle,Bread-Cereal,Timed or Temp'd Out,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,21:21:10,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,10.27,USD,3.16,lb,,1.0,25,Pizza w Cheese,Mixed Foods,Overproduction,Pizzas,Donation,Donation Pan,Pre-Consumer,Student Worker,,0,
2024-11-12,21:20:03,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,14.24,USD,3.56,lb,,1.0,38,Pizza w Toppings,Mixed Foods,Overproduction,Pizzas,Donation,Donation Pan,Pre-Consumer,Student Worker,,0,
2024-11-12,21:18:18,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,5.23,USD,5.50,lb,,1.0,66,Rice,Starch,Presented - Not Sold,Blue Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:17:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.30,USD,2.51,lb,,1.0,15,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,21:17:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.71,USD,2.44,lb,,1.0,13,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,21:16:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.23,USD,2.94,lb,,1.0,32,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-11-12,21:16:19,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,5.81,USD,5.90,lb,,1.0,25,Pasta,Starch,Overproduction,Pasta Station,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:15:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.92,USD,5.73,lb,,1.0,9,Potatoes,Starch,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,21:15:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,25.64,USD,4.67,lb,,1.0,31,Beef - Ground,Meat-Protein,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,21:15:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.78,USD,2.78,lb,,1.0,34,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,4in Saucepan,Pre-Consumer,FSW,,0,
2024-11-12,21:14:47,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,47.01,USD,12.21,lb,,1.0,26,Pork,Meat-Protein,Overproduction,Blue Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:14:01,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,7.64,USD,3.86,lb,,1.0,31,Snack - Other,Mixed Foods,Overproduction,Blue Plate,Donation,Donation Pan,Pre-Consumer,Student Worker,,0,
2024-11-12,21:12:57,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,43.24,USD,9.01,lb,,1.0,29,Chicken - Boneless,Meat-Protein,Overproduction,Blue Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:12:17,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,2.38,USD,1.20,lb,,1.0,32,Snack - Other,Mixed Foods,Overproduction,Blue Plate,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:11:41,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,5.62,USD,7.40,lb,,1.0,75,Vegetables,Fruit-Vegetable,Overproduction,Blue Plate,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:11:07,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,9.38,USD,3.75,lb,,1.0,25,Mixed Plate-Other,Mixed Foods,Presented - Not Sold,Deli,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,21:10:41,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,4.76,USD,2.00,lb,,1.0,68,Cheese,Dairy & Eggs,Presented - Not Sold,Pizza and Pasta,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,21:09:15,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.28,USD,4.31,lb,,1.0,15,Vegetables,Fruit-Vegetable,Overproduction,Pasta Station,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:08:01,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,21.21,USD,5.51,lb,,1.0,28,Pork,Meat-Protein,Overproduction,Blue Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:07:24,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,20.18,USD,7.31,lb,,1.0,22,Lasagna,Mixed Foods,Overproduction,Pasta Station,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,21:02:09,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,2.14,USD,4.20,lb,,1.0,23,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,21:01:45,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,1.77,USD,2.33,lb,,1.0,51,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,21:00:48,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,20.07,USD,2.90,lb,,1.0,22,Beef - Whole,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,21:00:24,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,5.80,USD,9.06,lb,,1.0,18,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,20:59:55,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,7.31,USD,7.69,lb,,1.0,19,Rice,Starch,Presented - Not Sold,Daily Rice,Compost,Round Bowl - Large,Pre-Consumer,Unknown Operator,,0,
2024-11-12,20:36:46,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,6.77,USD,8.91,lb,,1.0,26,Vegetables,Fruit-Vegetable,Overproduction,Blue Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Balei,,0,
2024-11-12,18:07:59,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,17.28,USD,3.60,lb,,1.0,69,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Hot Line,Donation,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,18:05:21,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,16.88,USD,3.75,lb,,1.0,86,Alternative Meat,Meat-Protein,Quality,Hot Line,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,18:03:21,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,1.25,USD,1.95,lb,,1.0,62,Beans,Starch,Presented - Not Sold,Hot Line,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,17:49:23,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,3.08,USD,4.00,lb,,1.0,15,Broth,Soup-Sauce-Gravy,Timed or Temp'd Out,Hot Line,Compost,Soup Container-Large,Pre-Consumer,FSW,,0,
2024-11-12,17:48:06,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,9.25,USD,3.70,lb,,1.0,10,Soup with Meat,Soup-Sauce-Gravy,Timed or Temp'd Out,Hot Line,Compost,Soup Container-Large,Pre-Consumer,FSW,,0,
2024-11-12,17:46:49,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,3.00,USD,3.90,lb,,1.0,12,Broth,Soup-Sauce-Gravy,Timed or Temp'd Out,Hot Line,Compost,Soup Container-Large,Pre-Consumer,FSW,,0,
2024-11-12,17:45:17,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,14.50,USD,5.80,lb,,1.0,16,Soup with Meat,Soup-Sauce-Gravy,Timed or Temp'd Out,Hot Line,Compost,Soup Container-Large,Pre-Consumer,FSW,,0,
2024-11-12,16:03:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.17,USD,6.78,lb,,1.0,20,Tofu,Meat-Protein,Overproduction,Big C Vegan,Donation,Donation Pan,Pre-Consumer,Cook,,0,
2024-11-12,16:02:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.34,USD,7.03,lb,,1.0,27,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Cook,,0,
2024-11-12,16:01:23,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,15.59,USD,9.46,lb,,1.0,20,Tofu,Meat-Protein,Overproduction,Big C Vegan,Donation,Donation Pan,Pre-Consumer,Cook,,0,
2024-11-12,16:00:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,16.39,USD,9.95,lb,,1.0,27,Tofu,Meat-Protein,Overproduction,Big C Vegan,Donation,Donation Pan,Pre-Consumer,Cook,,0,
2024-11-12,15:58:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.17,USD,8.12,lb,,1.0,27,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,Cook,,0,
2024-11-12,15:39:12,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,1.79,USD,2.10,lb,4.666667,1.0,39,Grilled Cheese,Prepared Sandwich-Salad,Overproduction,Grill,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:38:03,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,0.94,USD,1.10,lb,2.444444,1.0,26,Grilled Cheese,Prepared Sandwich-Salad,Overproduction,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:37:34,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,8.40,USD,2.10,lb,,1.0,40,Pizza w Toppings,Mixed Foods,Overproduction,Pizzas,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:35:59,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.00,USD,3.95,lb,,1.0,24,Vegetables,Fruit-Vegetable,Overproduction,Kitchen,Compost,Half Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:35:33,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,5.78,USD,2.31,lb,,1.0,19,Mixed Plate-Other,Mixed Foods,Overproduction,Kitchen,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:35:10,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.05,USD,4.01,lb,,1.0,27,Vegetables,Fruit-Vegetable,Overproduction,Kitchen,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:32:47,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,16.78,USD,6.71,lb,,1.0,71,Mixed Plate-Other,Mixed Foods,Overproduction,Pasta Station,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:31:34,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,1.25,USD,1.65,lb,,1.0,20,Vegetables,Fruit-Vegetable,Overproduction,Kitchen,Compost,Half Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:31:12,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.85,USD,5.10,lb,,1.0,31,Rice,Starch,Overproduction,Kitchen,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:14:44,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.66,USD,4.31,lb,9.577778,1.0,21,Grilled Cheese,Prepared Sandwich-Salad,Overproduction,Grill,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:14:06,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.09,USD,4.81,lb,10.688889,1.0,35,Grilled Cheese,Prepared Sandwich-Salad,Overproduction,Grill,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:13:02,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,5.89,USD,7.75,lb,,1.0,24,Vegetables,Fruit-Vegetable,Overproduction,Kitchen,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:12:24,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,5.28,USD,6.95,lb,,1.0,22,Vegetables,Fruit-Vegetable,Overproduction,Kitchen,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,15:11:42,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,2.48,USD,3.26,lb,,1.0,31,Vegetables,Fruit-Vegetable,Overproduction,Kitchen,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,14:59:26,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,0.40,USD,2.63,lb,,1.0,20,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Cambro 22 Qt,Pre-Consumer,LFSW,,0,
2024-11-12,14:57:08,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,6.74,USD,7.09,lb,,1.0,32,Rice,Starch,Overproduction,Main Line Omni,Compost,Full Hotel Pan (6-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,14:54:25,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,13.59,USD,9.06,lb,,1.0,18,Sauce,Soup-Sauce-Gravy,Overproduction,Main Line Omni,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,14:53:23,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,21.81,USD,14.54,lb,,1.0,67,Sauce,Soup-Sauce-Gravy,Overproduction,Main Line Omni,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,14:04:38,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,2.13,USD,14.03,lb,,1.0,23,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Cambro 22 Qt,Pre-Consumer,LFSW,,0,
2024-11-12,13:28:13,University of California - Berkeley,The Eateries,,The Eateries - T41444,US,NORAM,College/University,2.13,USD,14.03,lb,,1.0,23,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Cambro 22 Qt,Pre-Consumer,LFSW,,0,
2024-11-12,11:02:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.74,USD,4.39,lb,,1.0,50,Muffin,Bread-Cereal,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-11-12,10:51:04,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,1.79,USD,2.36,lb,,1.0,16,Vegetables,Fruit-Vegetable,Overproduction,Breakfast,Donation,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:49:31,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,1.26,USD,1.66,lb,,1.0,26,Vegetables,Fruit-Vegetable,Overproduction,Breakfast,Donation,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:45:28,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.09,USD,4.06,lb,,1.0,40,Vegetables,Fruit-Vegetable,Overproduction,Breakfast,Donation,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:39:58,University of California - Berkeley,Brown's,,Brown's - LB02371,US,NORAM,College/University,3.67,USD,1.06,lb,,1.0,36,Egg- Liquid Just Egg,Dairy & Eggs,Presented - Not Sold,Breakfast Station,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Annie,,0,
2024-11-12,10:31:36,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,3.04,USD,3.20,lb,,1.0,27,Rice,Starch,Overproduction,Kitchen,Donation,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:28:31,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,12.70,USD,6.80,lb,,1.0,22,Eggs,Dairy & Eggs,Overproduction,Kitchen,Donation,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:25:57,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,15.12,USD,8.10,lb,,1.0,15,Eggs,Dairy & Eggs,Overproduction,Kitchen,Donation,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:23:43,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,4.24,USD,1.90,lb,,1.0,12,Bread,Bread-Cereal,Overproduction,Kitchen,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:23:12,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,13.29,USD,5.96,lb,,1.0,21,Bread,Bread-Cereal,Overproduction,Kitchen,Donation,Donation Pan,Pre-Consumer,Student Worker,,0,
2024-11-12,10:22:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.32,USD,1.39,lb,,1.0,22,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,10:21:51,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.69,USD,4.12,lb,,1.0,23,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,10:20:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.33,USD,1.79,lb,,1.0,27,Mixed Starch,Mixed Foods,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,10:19:05,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,10.64,USD,4.27,lb,,1.0,25,Hot Cereal,Bread-Cereal,Presented - Not Sold,Breakfast,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:18:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.36,USD,0.92,lb,,1.0,31,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-12,10:18:00,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,1.29,USD,0.65,lb,,1.0,29,Snack - Other,Mixed Foods,Presented - Not Sold,Breakfast,Compost,Quarter Hotel (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:17:31,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,2.60,USD,5.10,lb,,1.0,21,Potatoes,Starch,Overproduction,Kitchen,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:17:25,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,0.87,USD,1.14,lb,,1.0,18,Vegetables,Fruit-Vegetable,Presented - Not Sold,Breakfast,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:17:05,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,1.51,USD,0.81,lb,,1.0,27,Eggs,Dairy & Eggs,Presented - Not Sold,Breakfast,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:16:57,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,12.51,USD,6.70,lb,,1.0,22,Eggs,Dairy & Eggs,Overproduction,Kitchen,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:16:20,University of California - Berkeley,CKC,,CKC - T41372,US,NORAM,College/University,21.15,USD,4.70,lb,,1.0,27,Alternative Meat,Meat-Protein,Overproduction,Kitchen,Compost,Quarter Hotel (2.5-inch) Metal,Pre-Consumer,Student Worker,,0,
2024-11-12,10:10:33,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,4.13,USD,5.44,lb,,1.0,23,Vegetables,Fruit-Vegetable,Presented - Not Sold,Breakfast,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:09:44,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,3.46,USD,4.55,lb,,1.0,25,Vegetables,Fruit-Vegetable,Presented - Not Sold,Breakfast,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:08:47,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,1.62,USD,1.70,lb,,1.0,34,Rice,Starch,Presented - Not Sold,Breakfast,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:08:08,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,8.78,USD,1.95,lb,,1.0,27,Alternative Meat,Meat-Protein,Presented - Not Sold,Breakfast,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-12,10:07:37,University of California - Berkeley,Foothill,,Foothill - LC0512,US,NORAM,College/University,10.44,USD,5.59,lb,,1.0,20,Eggs,Dairy & Eggs,Presented - Not Sold,Breakfast,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Unknown Operator,,0,
2024-11-11,21:29:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,18.67,USD,9.43,lb,,1.0,56,Snack - Other,Mixed Foods,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,FSW,,0,
2024-11-11,21:25:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,22.21,USD,13.48,lb,,2.0,28,Tofu,Meat-Protein,Overproduction,Center Plate,Donation,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-11-11,21:24:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,22.51,USD,4.69,lb,,1.0,18,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Donation,Half Sheet,Pre-Consumer,Student,,0,
2024-11-11,21:22:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.98,USD,9.34,lb,,1.0,26,Beans,Starch,Presented - Not Sold,Bear Fit,Donation,Half Sheet,Pre-Consumer,Student,,0,
2024-11-11,21:21:51,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.18,USD,10.76,lb,,2.0,51,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Austin daCook,,0,
